imdb_score,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,movie_facebook_likes,num_voted_users,budget,gross 
6,178,90,52,298,1978,12000,67978,20000000,45670855
6,140,96,36,486,3294,2000,62272,17000000,37939782
7,469,125,364,1000,25549,30000,264186,170000000,172051787
6,63,82,12,281,9271,13261,48458,17000000,30324946
6,148,86,33,583,17396,16000,64190,17000000,27854896
6,265,108,192,580,4500,13261,129719,15000000,41777564
6,75,98,39,428,2713,320,11815,17000000,22734486
7,113,129,51,89,952,21000,23480,17000000,44469602
5,62,99,17,826,4797,13261,7991,39752620,24708699
6,54,105,49,104,1538,874,8522,39752620,21160089
7,223,112,36,746,12676,36000,213898,17000000,64998368
5,50,108,19,505,3344,476,12993,34000000,19693891
8,125,121,840,244,2365,13261,50656,17000000,16311763
5,81,89,11,973,4060,814,10885,17000000,12693621
3,37,89,840,323,2135,110,9104,4000000,15655665
6,44,73,11,142,2020,339,2045,17000000,11634458
7,197,132,847,625,6317,4000,52852,17000000,27154426
7,15,154,117,86,1567,419,4550,9000000,48468407
7,543,96,201,58,673,70000,125016,17000000,54239856
6,112,98,80,399,2016,13261,15033,17000000,8662318
6,153,107,80,841,5992,300,22639,19000000,7156725
4,94,134,22,488,3007,1000,33570,17000000,15681020
3,62,94,8,66,760,238,4600,39752620,7070459
7,157,122,47,834,27381,13261,88590,17000000,6855137
7,35,128,9,193,1727,352,3222,39752620,2694071
3,21,97,3,161,805,154,4081,17000000,2315683
8,236,110,168,96,4210,15000,295375,16000000,39825798
6,50,102,4,60,1262,13261,1275,17000000,2000000
7,106,98,541,71,409,13261,16234,17000000,1569918
7,106,120,30,55,14492,13261,13762,17000000,106869
6,173,160,219,215,2340,13261,32671,17000000,273420
7,41,80,840,168,1364,13261,10706,11000000,48468407
5,41,91,22,255,1769,903,3701,17000000,48468407
4,145,83,57,62,730,13261,16268,17000000,4930798
7,31,102,6,165,5433,13261,55895,16500000,59847242
7,105,122,30,260,25173,13261,13239,16800000,220914
8,236,110,168,96,4210,15000,295375,16000000,39825798
7,114,126,840,168,1607,13261,119150,15000000,43848100
8,69,136,840,1000,41059,13261,78392,16500000,42700000
7,150,120,11,281,12554,13261,46204,16500000,18663911
6,72,108,18,433,2785,13261,37700,16500000,11702090
8,158,126,26,385,2282,13261,56665,15000000,13005485
8,96,128,608,1000,51609,23000,277451,16400000,95860116
7,84,113,137,481,2985,13261,288451,16000000,127175354
8,114,89,840,62,485,13261,149108,16000000,92823600
8,79,129,840,359,2330,13261,26310,16000000,54000000
7,103,94,480,486,3889,13261,132963,15600000,68525609
6,67,106,48,35,23369,13261,35312,16000000,52885587
8,576,100,405,628,4606,30000,190030,15000000,44667095
5,178,89,687,389,12183,13261,42182,16000000,42638165
8,487,94,840,559,27911,71000,237848,16000000,45507053
6,196,83,473,597,26402,13261,56269,16000000,39511038
5,24,111,19,107,824,13261,1449,18500000,6462576
3,56,80,11,499,3058,1000,18254,16000000,40363530
8,406,112,840,250,1322,27000,467234,13500000,37623143
7,3,60,840,762,4561,13261,7210,39752620,48468407
5,51,94,14,635,4194,393,7392,35000000,33357476
6,41,130,309,522,3107,1000,9566,16000000,28734552
5,138,91,26,638,5349,13261,29147,16000000,37300107
6,78,91,29,459,2543,13261,41664,17700000,27087695
6,40,110,23,51,874,13261,28736,15000000,30102717
8,285,121,1000,108,485,17000,352695,8000000,23618786
5,124,114,15,650,3485,13261,16582,16500000,26896744
7,275,96,11000,252,19894,14000,198111,15500000,23213577
7,34,270,5,292,2762,13261,18041,25000000,48468407
7,81,100,24,851,18786,18000,4654,20000000,55461307
5,67,94,7,95,3451,487,13661,16000000,20627372
7,103,109,7,450,2572,13261,25549,16000000,16346122
5,300,107,45,271,24805,6000,92712,16000000,16204793
6,84,96,22,324,11078,492,11768,16000000,15427192
8,64,88,11000,233,1653,13261,24256,16000000,14792779
3,169,110,179,734,15044,31000,24854,16000000,13998282
7,158,113,47,238,22088,24000,113963,16000000,19057024
6,46,101,6,258,1882,371,8215,16000000,14108518
5,15,105,121,384,14677,818,21079,20000000,13854000
8,68,125,438,372,33865,13261,178731,26000000,77324422
7,111,100,9,363,2389,13261,51996,16000000,15500000
4,21,97,3,578,3835,177,2385,39752620,11540112
5,42,108,38,316,1945,392,5237,16000000,48468407
6,65,112,28,215,1227,573,8217,15000000,4734235
7,109,112,11000,642,12766,762,21613,16000000,4839383
7,42,95,89,322,2518,13261,30682,15000000,4193025
7,112,110,85,186,1852,13261,98629,16000000,5900000
7,146,118,369,295,1889,13261,24104,16000000,2849142
3,36,97,34,465,3100,13261,8687,16000000,1686429
7,230,120,115,310,11019,13261,20616,16000000,1984743
7,64,135,133,258,2096,356,5321,16000000,1666262
7,393,101,840,888,5056,23000,92640,20000000,2319187
4,75,92,29,618,3935,13261,18271,16000000,13922211
7,78,106,172,27,329,3000,30587,11000000,48468407
6,67,92,6,227,11091,921,5664,15000000,23091
7,216,161,929,116,943,23000,45449,13000000,336467
5,54,92,143,613,3086,13261,7444,16000000,2964
8,84,93,529,805,4453,115000,155249,16000000,48468407
7,69,110,22,44,5273,13261,12817,16000000,48468407
7,208,122,840,567,2896,13261,21370,16000000,2428883
5,32,91,10,574,3104,939,5312,15600000,13571817
8,20,45,840,15,537,16000,19164,34000000,48468407
7,78,115,460,125,699,824,8624,39752620,1554566
7,21,94,4,518,3583,282,1033,39752620,508867
6,40,93,7,922,4329,191,3299,15500000,1181197
7,40,94,7,17,303,13261,29392,15300000,81525
7,251,95,571,102,1120,13261,61912,15500000,7774730
7,94,105,102,383,3464,13261,126464,14000000,234760500
8,102,103,840,925,7521,20000,311075,18000000,285761243
6,21,102,12000,801,21499,3000,36918,11000000,167780960
7,94,116,521,481,14701,13261,77366,22000000,177200000
7,173,110,12000,555,13069,19000,219171,15000000,176781728
8,287,120,840,5,129,13261,217740,15000000,128067808
8,176,122,840,158,19078,22000,822500,15000000,130058047
8,479,118,840,520,15732,64000,503631,15000000,138795342
6,27,107,425,247,2151,13261,87538,15000000,111936400
7,20,45,840,260,2380,13261,18058,39752620,48468407
7,60,102,4,882,30978,1000,6723,15500000,317040
8,70,154,14000,271,2592,6000,60988,15000000,94175854
6,43,103,2,13,213,558,2659,39752620,48468407
6,1,141,335,635,13390,13261,62,100000000,48468407
8,454,114,77,305,20295,165000,467613,14000000,91121452
6,25,109,6,271,2419,855,18140,10000000,69800000
8,46,124,150,572,2667,13261,12974,39752620,79900000
6,111,94,87,569,20154,13261,32002,15000000,64001297
6,393,100,127,250,1949,57000,134869,20000000,71588220
8,318,101,840,598,4400,12000,157857,300000,47000000
7,55,98,11000,624,3617,13261,71183,15000000,61400000
7,157,102,79,27,1018,26000,77724,15000000,101978840
7,280,94,350,39,486,13261,85333,9800000,56437947
8,109,92,13000,217,1953,15000,189413,15000000,73326666
6,41,113,840,607,6510,1000,9811,15000000,55184721
7,27,115,44,902,29370,13261,36624,15000000,50003300
6,462,95,43,259,11946,29000,139749,17000000,54322273
5,152,87,165,383,2452,13261,34711,15000000,47860214
5,69,88,189,799,3707,896,29008,15000000,47811275
8,140,183,517,652,34025,11000,232577,15000000,48468407
7,130,97,272,957,29252,12000,67604,15000000,43022524
5,66,94,13,566,3423,13261,27580,17000000,42672630
7,238,112,29,874,15800,12000,64747,15000000,42919096
6,198,98,66,562,4567,27000,29867,15000000,42592530
6,154,104,840,1000,12170,13261,92074,15000000,40064955
7,19,118,13,2,114,13261,13442,39752620,39100956
7,131,120,446,1000,40117,2000,69576,10000000,44886089
6,97,99,11,971,15369,13261,80305,16000000,37882551
8,355,109,453,953,27788,38000,181025,7000000,40983001
5,138,105,488,13000,44037,11000,39782,37000000,20991497
6,102,106,357,883,26652,13261,26846,15000000,35007180
8,419,123,120,149,14100,90000,265507,15000000,35887263
5,37,86,14,685,4435,13261,15939,16000000,34308901
7,78,120,18,944,22383,13261,27044,15000000,33771174
8,181,227,767,87,1076,11000,192775,15000000,6000000
5,220,119,840,593,3226,3000,36372,15000000,33386128
7,349,115,212,612,4896,38000,86664,15000000,37877959
7,241,114,29,616,3861,13261,67822,15000000,32721635
6,103,90,6,458,2666,13261,38248,15000000,31585300
4,151,94,28,731,5440,13261,26905,15000000,30259652
6,344,106,255,850,18003,15000,229687,125000000,163192114
8,185,98,840,594,20060,33000,294163,16000000,30857814
8,112,126,18000,697,22745,13261,47626,15000000,30226144
8,676,100,840,228,34337,81000,431578,15000000,35054909
5,74,89,10,231,2167,810,23408,15000000,29302097
6,65,111,13,106,1450,849,15582,15000000,29106737
7,274,100,35,306,11471,13261,212167,15000000,28637507
7,50,115,49,100,525,13261,12596,15000000,30127963
6,96,106,61,649,3462,1000,8427,14000000,32645546
7,68,124,107,865,5135,13261,14322,15000000,27441122
7,111,107,5,141,2044,13261,73347,15000000,28014536
5,128,99,3,628,16461,13261,33088,15000000,33860010
4,160,90,31,162,608,949,28964,15000000,26421314
6,93,101,26,266,1812,6000,57140,15000000,24881000
8,278,119,11000,400,20391,13261,166269,15000000,23089926
7,81,103,20,125,1002,13261,13874,15000000,26161406
8,58,134,133,258,12749,13261,45703,11500000,22954968
8,153,155,840,170,3677,13261,189032,15000000,26384919
6,25,94,11,232,2210,466,17074,15000000,22189039
6,46,95,15,461,3845,1000,6095,15000000,20998709
5,161,89,7,399,2559,13261,49721,15000000,20801344
4,108,97,83,579,2682,243,13048,14000000,21468807
7,69,90,13,613,2661,13261,17983,15000000,19158074
5,78,92,8,129,1045,13261,27486,20000000,18843314
6,129,100,10,415,2958,13261,15385,15000000,20566327
6,135,117,19,461,4204,13261,14814,15000000,20218921
6,96,84,119,918,4660,673,17328,15000000,17411331
7,417,140,310,619,34413,47000,187170,15000000,21383298
6,172,108,79,537,3033,13261,50056,15000000,24984868
5,88,109,11,159,1069,327,13320,15000000,16459004
8,388,131,840,383,11114,16000,332065,15000000,15700000
6,45,114,73,563,3444,13261,22797,15000000,15100000
6,414,97,181,748,14025,20000,111625,15000000,14938570
7,291,122,210,123,22574,13000,57210,15000000,17237244
5,97,87,374,484,2689,13261,39788,15000000,14249005
6,37,85,12,23,568,175,2037,15000000,12701880
8,68,85,840,44,646,116,2673,39752620,10353690
5,90,101,36,377,2764,356,16340,15000000,12801190
6,81,121,16,526,3633,489,4603,15000000,12549485
7,221,107,92,358,17627,49000,106111,15000000,13766014
7,230,111,840,727,2633,10000,55665,15000000,13034417
6,57,92,34,366,15644,566,19768,39752620,11632420
7,119,97,164,308,1172,622,30643,15000000,12212417
6,97,97,745,745,15209,251,9294,15000000,11614236
7,119,125,34,65,729,1000,9649,20000000,13337299
6,42,124,11000,563,12685,877,13692,15000000,10763469
3,24,76,9,47,1139,436,2724,15000000,11144518
5,208,107,561,353,2377,29000,53471,15000000,15608545
5,42,91,23,629,2913,247,7159,15000000,10443316
5,44,96,4,670,3142,648,7403,15000000,10494147
8,230,142,840,1000,29475,16000,152306,15000000,9929000
6,46,103,80,782,4676,1000,22649,15000000,10411980
8,18,60,840,186,981,576,7122,39752620,48468407
8,249,117,840,12000,47728,35000,537419,15000000,17439163
7,197,116,153,539,5012,13261,52421,15000000,9396487
7,71,118,41,274,1873,455,17261,15000000,9059588
7,190,108,187,254,12178,923,24150,16000000,9172810
6,50,94,9,612,13524,816,8055,15000000,8735529
5,63,97,2,461,3161,1000,26598,20000000,8586376
7,104,97,32,692,16502,13261,18966,15000000,8378141
7,140,99,45,224,2166,515,1465,39752620,48468407
6,49,91,6,596,10732,647,6562,15000000,8080116
8,300,107,454,39,173,32000,307639,15000000,7757130
5,43,95,24,426,3322,13261,4065,15000000,9123834
6,132,102,11,1000,33153,13261,32311,15000000,6409206
5,97,88,96,360,25637,13261,11498,15000000,6373693
7,242,106,835,363,14544,10000,30284,15000000,7556708
7,218,92,11000,386,2717,10000,58967,15000000,5306447
5,49,105,52,275,2312,157,3668,15000000,5217498
8,172,107,840,289,1627,13261,34194,15000000,5023275
7,68,120,840,693,51657,13261,12601,15000000,4956401
8,223,103,1000,611,23932,13261,175962,15000000,4235837
6,59,92,6,577,3654,13261,33745,20000000,4002955
8,252,147,840,669,8484,16000,235992,15000000,7219578
6,106,98,18,220,1675,13261,15388,39752620,3525161
6,223,98,11000,557,19310,13261,36145,22000000,3247816
7,328,103,132,844,12867,33000,109873,15000000,2412045
8,9,286,840,527,3809,733,3828,39752620,48468407
7,150,111,122,25,1252,13261,42792,15000000,2203641
5,21,98,70,90,1351,843,4996,15000000,1953732
6,28,111,840,617,4834,391,5917,15000000,1954202
7,250,111,840,287,6748,13261,69569,15000000,1294640
6,17,100,5,46,527,708,1933,39752620,48468407
7,95,116,460,71,5426,284,6690,39752620,819852
8,260,145,756,18,203,12000,111841,6000000,26435
7,141,84,180,58,962,13261,55928,12000000,1197786
7,52,115,39,642,14889,13261,22345,7000000,529766
6,205,105,141,56,1172,13261,9427,15000000,613556
7,109,98,34,730,3578,664,20730,15000000,353743
8,103,99,445,9,48,13261,31589,39752620,502028
6,110,110,840,7,134,13261,24570,300000000,102055
6,195,97,197,570,15293,13261,64777,39752620,122288
6,14,88,85,40,1432,154,2699,9000000,48468407
6,177,103,129,1000,18639,13261,47574,15000000,73548
6,17,104,36,2,801,705,609,15000000,48468407
5,62,90,68,642,32814,13261,14280,15000000,28870
5,19,105,24,125,1732,193,2236,25000000,22723
6,50,93,17,66,1245,445,7519,15000000,20380
6,25,141,15,576,2528,13261,3425,39752620,48468407
6,39,85,840,912,29488,13261,4006,20000000,48468407
6,136,109,19,537,2829,13000,41638,7000000,48468407
5,26,105,93,51,363,473,5018,15000000,48468407
6,4,98,6,50,192,18,80,15000000,48468407
7,53,119,3,19,996,821,9177,15000000,48468407
7,22,124,67,303,1585,277,695,15000000,48468407
8,147,101,11000,512,15500,38000,437418,14600000,70906973
6,222,115,13,642,38963,41000,38202,14800000,66009973
7,106,120,1000,954,33791,10000,167750,14500000,46338728
8,136,111,15,121,2140,13261,12937,10000000,7691700
6,5,94,5,124,994,998,993,14500000,48468407
8,131,131,16000,638,28544,10000,277505,14400000,101157447
7,140,139,3000,236,4211,1000,18646,14200000,74205
8,418,120,840,40,820,13000,641997,15000000,141319195
7,94,119,213,249,1639,3000,55101,14000000,156645693
7,82,125,840,700,11135,11000,213476,14000000,178406268
10,140,65,840,176,1125,13261,10,39752620,48468407
6,32,108,5,57,717,489,44096,15800000,109306210
6,22,101,34,277,2055,13261,1554,15000000,48468407
7,72,145,840,560,12098,4000,76842,14000000,70001698
7,39,98,226,496,2496,13261,69733,15000000,68856263
6,264,101,71,725,14159,13261,45603,15000000,51527787
6,264,92,30,309,2348,17000,47169,14000000,49122319
8,145,93,270,535,15192,13261,172493,14000000,48468407
5,86,109,41,748,3544,13261,19505,14000000,61356221
7,112,123,43,238,1326,13261,76477,14000000,46800000
7,17,60,840,84,552,373,5563,39752620,48468407
6,101,99,9,648,3500,13261,47814,14000000,38048637
8,51,119,350,418,35501,13261,52846,14000000,34700000
5,42,110,840,490,2226,13261,6352,39752620,35010192
7,10,107,116,25,552,13261,15730,14000000,34793160
5,43,81,54,636,10792,2000,15047,14000000,30628981
6,331,105,58,583,12894,18000,82327,13000000,29959436
7,38,82,12,8,49,184,3135,14000000,25571351
6,12,109,309,279,1620,13261,8904,14000000,27515786
6,40,95,10,111,1421,530,9693,14000000,25482931
5,34,100,840,364,2348,1000,17262,20000000,19900000
4,82,118,128,467,2704,889,16294,14000000,48468407
5,125,91,31,50,1608,13261,22207,14000000,16298046
5,56,90,119,636,3007,411,24038,14000000,15549702
7,160,108,123,690,41359,4000,56338,14000000,15483540
5,71,103,44,625,3299,1000,5721,14000000,20246959
6,37,96,840,654,6861,645,11729,14000000,15062898
7,62,117,160,55,1148,970,9323,12000000,14348123
6,73,93,85,514,2777,13261,19805,8500000,15171475
7,59,136,17000,213,23378,932,13548,14000000,48468407
7,25,115,840,534,3267,905,6011,14000000,13640000
6,97,94,840,458,13446,488,13866,39752620,12550242
4,205,85,52,489,3050,13261,38985,11000000,12610731
5,69,88,189,799,3707,896,29008,15000000,47811275
7,195,112,840,383,13528,13261,38142,14000000,11204499
5,61,86,70,169,2165,613,11693,14000000,10397365
5,77,86,90,635,3715,13261,11233,14000000,9402410
8,259,112,232,177,1372,13000,89906,39752620,5990075
8,251,137,143,280,15337,5000,92781,26000000,5459824
6,63,90,49,191,12776,853,12519,24000000,5108820
7,47,107,956,113,10368,860,6782,14000000,4741987
7,108,98,176,15,678,447,9334,14000000,4291965
4,64,84,12,102,417,231,7277,14000000,3100650
6,20,139,133,5,446,127,2427,14000000,2474000
7,135,97,11,548,16431,2000,16444,39752620,2656324
7,2,127,109,324,17250,76,524,14000000,1000000
7,262,150,608,43,390,13261,17933,8200000,3958500
6,129,104,752,59,799,512,3174,39752620,403649
7,69,132,333,284,1429,13261,11077,103000000,274299
7,50,117,2,21,243,1000,6069,12000000,48468407
7,57,115,168,322,2243,702,11704,15000000,183088
7,116,186,50,338,14638,13261,12053,14000000,46495
4,45,90,10,378,2207,934,9928,39752620,48468407
8,87,90,840,767,4377,14000,60460,14000000,1752214
8,357,134,840,11000,39789,13000,259837,14000000,83025853
6,348,101,473,429,2690,62000,167089,125000000,190871240
7,88,97,143,201,1724,13261,123390,12000000,56631572
7,181,107,162,135,2447,13261,36542,13500000,15854988
5,107,99,38,390,4702,13261,28159,14000000,12282677
9,53,55,840,2,25,13261,12590,39752620,447093
7,132,124,133,170,14726,13261,44795,13500000,7060876
7,401,110,454,816,4757,52000,185845,15000000,14989761
6,58,105,148,400,1767,329,5602,39752620,687081
7,1,41,840,2,74,64,271,39752620,48468407
8,192,178,101,471,2334,14000,248354,13500000,5501940
8,157,125,448,93,529,13261,64556,10000000,2086345
6,454,108,143,21,19086,29000,85022,39752620,2605039
7,62,121,272,227,50141,13261,98348,13000000,123922370
4,4,100,26,385,2895,502,912,13400000,163591
2,84,115,209,41,714,62000,74351,13000000,73000942
8,669,108,840,1000,38072,106000,551363,13000000,106952327
6,492,117,294,1000,14160,60000,182910,100000000,58607007
9,149,220,840,3000,39960,14000,790926,13000000,57300000
6,101,112,49,237,1307,13261,47876,13000000,91038276
6,102,99,212,54,450,13261,36108,7000000,49369900
7,63,109,36,579,7833,16000,6276,13000000,61693523
6,106,83,8,612,6454,13261,116625,13000000,46729374
7,50,107,58,316,1747,13261,42614,13000000,44726644
7,275,102,51,360,20330,33000,72803,13000000,44134898
6,90,100,38,460,2800,13261,16979,12500000,48637684
7,133,97,19,835,37907,10000,222099,16000000,38176108
6,49,92,13,301,12687,1000,28805,13000000,28972187
6,19,84,840,182,12322,13261,37611,8200000,27979400
7,186,86,174,2,971,13261,12983,17000000,54257433
8,185,120,19,829,12755,15000,357579,13000000,23947
5,42,89,13,329,2241,13261,9285,13000000,60008303
6,37,117,17,912,6554,13261,6528,13000000,49121934
3,45,97,84,782,2936,13261,19547,18000000,27141959
6,57,91,6,459,3353,934,24834,13000000,27052167
6,25,100,15,388,2486,833,7984,13000000,26539321
6,59,72,5,435,2646,13261,31371,13000000,28501605
6,58,84,12,334,2297,13261,12676,13200000,52543632
7,330,126,840,745,5371,20000,220475,18000000,25592632
8,489,108,232,123,430,109000,289508,15000000,25440971
8,242,112,840,213,1171,13261,254404,13000000,22858926
6,40,90,7,405,2815,593,4339,6000000,22235901
6,112,91,13,140,1921,13261,15664,13000000,38916903
7,84,135,134,525,6214,13261,21406,14000000,16929123
8,251,141,16000,78,751,5000,132149,19000000,13753931
6,113,104,35,844,27806,862,19707,13000000,10996440
4,23,84,18,744,3352,204,1520,13000000,8026971
8,421,118,412,491,2499,72000,161288,13000000,14677654
6,32,82,799,294,1805,679,20033,13000000,9975684
7,52,95,840,650,3092,3000,21212,13000000,7881335
6,81,94,26,4000,31005,13261,16059,13000000,6241697
8,140,88,76,75,998,22,335,39752620,48468407
6,39,99,7,730,6485,251,3116,13000000,5871603
6,63,121,15,812,6910,13261,27675,13000000,16574731
6,47,84,2,690,18864,13261,25541,13000000,5002310
6,111,93,16,258,1775,618,21530,13000000,4919896
6,168,93,24,499,2730,11000,60407,13000000,25675765
7,165,120,107,280,13208,13261,63084,13000000,4857376
7,104,112,37,548,2417,689,18442,13000000,3169424
6,150,107,80,252,3004,5000,28573,13000000,18004225
7,61,112,83,8,2389,186,4767,100000000,3058380
6,226,96,460,73,14372,13261,56264,11000000,3074838
6,21,91,150,150,1679,69,1595,13000000,2104000
7,217,105,260,1000,39473,10000,88037,26000000,28501651
7,94,125,840,968,37606,13261,28068,13000000,1172769
8,364,102,139,850,13631,131000,351274,13000000,17738570
5,19,87,29,147,1139,107,922,3000000,1200000
7,129,118,41,442,3474,13261,14143,13000000,1150403
7,71,115,187,887,17104,141,5254,20000000,403932
5,93,91,83,794,7875,13261,7199,8495000,1712111
7,399,88,115,304,2011,18000,82331,13000000,1024175
4,110,127,11000,116,796,13261,31414,13000000,301305
7,285,94,122,383,2812,23000,88241,13000000,51872378
7,2,115,32,29,14133,139,90,12620000,31662
5,61,90,840,234,1483,332,5663,13000000,28399192
7,242,102,43,113,931,11000,77305,13000000,2035566
7,62,100,218,91,931,13261,16281,12500000,48468407
7,121,117,18000,543,20456,13261,26493,12500000,21078145
7,83,109,97,355,14347,13261,14354,12500000,14060950
8,122,121,12000,975,23602,15000,163492,13000000,12281500
6,88,111,28,1000,9244,13261,9957,3660000,48468407
8,120,100,164,99,32288,13261,75675,12500000,10725228
6,225,109,187,204,1813,13261,28483,13000000,214966
6,130,93,261,697,3700,13261,14193,18000000,48468407
5,167,101,10,472,3142,13261,24012,16000000,11956207
8,7,101,19,135,1166,337,3256,39752620,48468407
7,226,106,44,552,34351,19000,114762,12000000,5949693
8,185,94,39,18,156,38000,132386,12500000,9030581
8,177,140,3000,322,2894,13261,79330,12800000,4157491
7,28,132,44,241,2004,329,5648,16000000,1508689
7,48,99,220,599,3337,344,6921,12500000,1227324
6,116,90,34,506,2661,13261,13371,15000000,4360548
7,391,105,20,844,26233,44000,165792,10500000,26589953
6,117,108,60,168,18739,13261,14757,15000000,1039869
7,24,69,383,191,1833,5000,61753,12500000,48092846
8,86,148,16,489,1730,13261,31943,12800000,1110186
7,41,118,50,655,4270,13261,2676,12500000,1089445
8,304,132,607,259,2466,18000,284252,8000000,204565000
8,385,130,14000,366,2047,21000,412454,8000000,260000000
7,145,95,80,1000,8134,13261,315549,11000000,101736215
8,99,80,2,186,6829,13261,12029,9600000,71442
6,29,94,23,148,1044,13261,39798,25000000,79817937
7,77,122,167,807,5165,13261,34579,12000000,91547205
6,91,102,167,436,2754,770,22147,12000000,75074950
8,148,116,120,664,16539,13261,91414,11000000,78900000
7,61,78,293,567,2462,13261,216486,12000000,72217000
7,84,114,139,793,4537,13261,71842,12000000,79568000
7,83,112,608,733,22479,13261,66966,12000000,65500000
7,216,110,16,11,146,15000,57996,12000000,70011073
7,107,104,98,920,21380,13261,90938,12000000,65269010
7,63,81,406,616,17035,13261,42892,12000000,63071133
8,140,154,16000,889,25522,13261,239540,12000000,39647595
7,153,102,22,816,4065,13261,113918,12000000,38087366
7,414,89,128,371,2054,32000,204327,12000000,64572496
7,16,132,840,122,914,13261,9503,12000000,30400000
7,139,103,840,504,2730,13261,45890,5000000,42365600
3,111,93,33,135,1531,13261,34219,12000000,37188667
7,229,93,166,281,2043,29000,157051,12000000,54724272
8,112,172,76,78,1306,13261,76398,12000000,48468407
7,207,96,132,933,52138,13261,97938,12000000,31597131
6,198,89,66,1000,140268,13261,57446,12000000,31691811
5,172,92,840,451,18765,13261,44130,12000000,31397498
4,45,97,4,826,5006,243,5928,12000000,31179516
6,34,93,58,722,6105,13261,42644,12000000,31155435
8,75,89,53,84,534,13261,33850,12000000,27281507
8,400,144,258,834,9125,13261,470501,150000000,167007184
7,128,123,278,898,7072,13261,61651,12000000,25776062
6,68,93,4,8,52,13261,12383,12000000,25240988
8,326,133,131,733,10565,93000,249688,12000000,124868837
7,128,121,131,599,14890,13261,121676,12000000,22905674
7,161,102,840,555,5592,13261,21672,12000000,25277561
5,70,102,287,79,729,902,3000,12000000,48468407
7,164,99,192,282,1254,13261,62468,12000000,21133087
9,68,55,840,898,6091,31000,173172,39752620,48468407
8,354,98,350,322,2376,37000,76094,12000000,37707719
7,125,118,57,805,2944,549,19007,9000000,18761993
7,55,125,76,801,4659,13261,20660,12000000,48468407
5,66,104,20,717,3963,13261,30462,12000000,18595716
6,191,109,14,376,2753,13261,63390,12000000,31990064
5,33,86,17,581,3646,151,3119,39752620,17321573
8,433,115,729,622,3798,28000,91082,12000000,17613460
7,66,92,226,580,3931,13261,16646,13000000,21088568
5,37,91,25,611,4551,371,5794,12000000,17292381
6,325,94,655,390,10575,13261,64682,12000000,16300302
7,170,93,83,501,28767,13261,196422,12000000,27829874
5,11,93,3,324,2939,439,2301,39752620,13960203
7,24,100,98,604,3250,242,4052,12000000,12902790
6,70,100,43,696,3906,13261,10103,39752620,21520719
7,232,113,438,471,12274,13261,41226,39752620,12796277
7,34,122,30,85,1456,1000,16764,12000000,48468407
7,160,100,73,1000,34700,13261,60171,39752620,11634362
8,96,293,249,18,469,11000,168203,14000000,11433134
6,106,137,102,877,5780,701,16832,107000000,22406362
5,53,93,32,503,2393,507,12007,12000000,10198766
8,274,123,628,171,1595,105000,202341,12000000,15294553
8,248,119,611,4,1244,13261,92295,100000000,11041228
7,288,107,27,360,2440,13261,41574,12000000,7918283
6,177,106,16,265,1819,13261,57349,12000000,22331028
7,81,109,67,192,1141,13261,15412,12000000,8134217
6,29,81,25,654,3848,262,6965,10000000,6982680
6,58,95,216,968,4755,1000,23383,8000000,6739141
6,144,86,378,783,3535,650,12197,12000000,5542025
6,114,113,11000,99,943,652,20576,12000000,5032496
6,132,122,708,316,1291,13261,20000,12000000,6754898
2,60,90,7,251,1445,13261,23606,12000000,4922166
5,30,108,840,599,4497,251,4961,12000000,4903000
5,138,113,319,48,1171,656,18632,12000000,4717455
7,190,110,115,103,1540,13261,29613,12000000,3148482
7,61,109,40,794,7166,305,5016,12000000,2326407
7,363,110,584,74,1173,7000,68883,12215500000,2201412
6,2,100,55,212,4277,135,763,12000000,48468407
7,131,101,61,611,2543,13261,29990,12000000,2060953
7,146,97,20,442,22577,13261,56654,12000000,3950294
8,280,172,667,70,456,29000,55516,9200000,2835886
7,78,104,840,77,1292,677,12047,12000000,1779284
7,469,99,840,520,5074,27000,84620,12000000,1702277
8,194,129,840,576,2378,13261,41496,12000000,261481
6,121,91,60,18,141,314,8014,12000000,1506998
7,38,100,19,393,1579,13261,6454,12000000,860002
7,123,111,277,289,1554,13261,16863,12000000,548934
7,81,114,840,403,2126,13261,18520,10000000,447750
6,72,86,94,146,1373,423,12559,12000000,333976
6,25,107,840,745,3099,88,1427,12000000,141853
6,78,90,26,350,2073,1000,12125,8000000,303439
5,57,103,759,820,3878,13261,2551,39752620,793352
8,69,120,7,289,1952,13261,14831,12000000,214202
7,73,134,45,656,11,607,5603,2500000000,195888
5,42,110,18,865,17417,458,6884,12000000,175370
6,101,95,611,3,18,784,2410,39752620,190666
7,82,95,165,280,1501,13261,27052,7500000,48468407
8,149,132,14,3,91,13261,8429,12000000,119922
7,165,94,12,183,17883,26000,70133,135000000,177343675
3,5,89,840,188,1854,211,408,39752620,48468407
6,44,138,7,16,164,13261,4899,12000000,48468407
6,74,113,212,18,708,13261,12128,20000000,17149
7,156,99,76,42,433,13000,64423,12000000,48468407
8,1,111,840,247,2059,26000,314,12000000,14616
6,82,99,130,79,663,23000,21034,12000000,91443253
8,151,104,840,1000,39175,27000,600996,6000000,30093107
3,3,89,49,84,895,634,105,12000000,48468407
7,98,103,52,426,2987,13261,63855,11500000,57469179
8,25,134,840,4,30,355,3466,11900000,48856
