imdb_score,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,budget,gross
6,50,106,8,521,3956,18000000,64955956
7,195,98,72,566,3151,18000000,60057639
7,129,68,116,481,10557,17000000,53868030
6,156,94,52,261,2259,18000000,59573085
7,103,99,42,557,3567,21000000,52691009
8,217,107,323,794,4223,15000000,59735548
8,134,180,869,521,3076,18000000,51600000
4,146,89,29,458,4867,20000000,43818159
7,159,97,70,625,5032,17000000,86049418
7,111,113,22,148,1310,18000000,43601508
7,187,131,500,555,3261,19800000,41300105
8,20,44,840,650,2546,39752620,48468407
6,44,103,840,805,14672,18000000,41382841
8,588,119,840,529,21668,18000000,42335698
7,415,98,11000,218,1353,18000000,33404871
8,279,111,521,64,313,15000000,31471430
5,97,94,23,582,4868,25000000,30222640
8,60,122,380,2000,32930,18000000,26830000
5,27,81,8,341,2653,18000000,26906039
7,212,89,840,606,4877,1000000,21378000
7,110,106,80,723,5024,18000000,43853424
7,45,122,840,191,2032,18000000,48468407
6,190,86,62,59,727,18000000,23993605
6,77,103,130,406,2481,18000000,26400000
8,151,121,17000,356,23008,18000000,45250
6,111,109,7,827,4947,18000000,22927390
7,64,109,272,124,605,18000000,4250320
5,134,123,64,637,5734,18000000,22452209
8,450,94,840,223,11984,18000000,18329466
7,128,94,11000,975,23283,18000000,17071230
7,68,115,13,111,1201,18000000,17174870
6,97,107,24,85,10691,17000000,26284475
5,54,91,38,362,18711,18000000,16702864
8,99,125,34,1000,21622,18000000,15561627
7,412,122,840,816,28933,30000000,17750583
5,107,102,840,529,4072,18000000,14793904
7,192,90,44,729,16004,18000000,15281286
5,25,98,28,102,927,18000000,8000000
6,104,109,128,1000,14995,18000000,13491653
7,120,107,840,101,1067,18000000,48468407
4,146,90,31,179,676,18000000,10494494
8,124,112,840,177,1466,18000000,7837632
6,107,94,840,197,1673,18000000,15155772
6,11,105,6,371,2368,18000000,8508843
7,93,104,109,202,847,18000000,7739049
6,38,112,213,45,711,17000000,6734844
7,60,108,25,94,1263,18000000,6000000
7,184,112,97,231,1341,13000000,6615578
8,148,127,13000,940,56585,18000000,5887457
7,217,111,655,405,39307,18000000,13362308
7,160,126,44,9,653,20000000,5701643
7,209,114,840,1000,46944,18000000,5694401
4,40,99,379,251,1356,20000000,5333658
8,85,150,840,401,1645,18000000,4414535
7,83,117,78,238,1598,39752620,4806750
7,263,112,337,201,5671,18000000,3707794
6,128,108,11000,922,14843,18000000,3203044
7,186,116,6,212,39463,18000000,4435083
7,14,60,840,405,1906,39752620,48468407
8,292,144,840,16,167,12000000,2222647
4,15,92,662,161,1498,39752620,48468407
6,70,93,28,415,2319,2700000,3500000
7,79,103,154,576,4094,18000000,676698
7,103,93,190,151,1083,39752620,3419967
5,97,98,34,394,2215,18000000,48468407
8,108,334,840,30,1032,39752620,145118
6,59,114,157,32,198,18000000,48468407
6,10,121,840,353,2705,11350000,229311
7,184,87,840,83,1592,3500000,48468407
5,23,92,55,757,3212,18000000,48468407
7,112,105,2,69,1185,14000000,63260
6,45,90,78,720,4142,11000000,48468407
5,59,89,130,183,1243,17900000,48468407
6,195,114,89,920,25804,14000000,48468407
8,256,119,99,778,17584,20000000,121463226
4,44,103,840,543,3699,39752620,90485233
5,59,91,512,413,13545,18000000,48468407
6,97,98,209,129,816,23000000,58006147
7,142,80,19,854,14385,17500000,51053787
8,187,121,83,242,4142,17500000,23472900
6,193,94,87,280,2124,24000000,39687528
4,40,93,148,170,1373,17500000,7017178
5,46,93,32,1000,16735,18000000,48468407
6,38,116,840,50,245,17500000,325491
8,239,101,448,83,956,17000000,96471845
8,250,154,840,604,4228,18500000,85200000
8,82,170,165,244,1164,17000000,72000000
6,140,99,13,681,50284,17000000,72219395
7,129,104,42,613,3627,17000000,82389560
8,285,126,729,284,2170,12000000,71502303
6,91,110,422,422,35345,17500000,19179969
8,318,101,840,598,4400,300000,47000000
8,283,80,611,576,6229,31000000,84961
5,52,87,9,503,2164,17000000,37566230
7,56,123,92,849,5306,17000000,70492685
7,186,109,248,968,19410,17000000,35635046
6,178,90,52,298,1978,20000000,45670855
6,140,96,36,486,3294,17000000,37939782
7,469,125,364,1000,25549,170000000,172051787
6,63,82,12,281,9271,17000000,30324946
6,148,86,33,583,17396,17000000,27854896
6,265,108,192,580,4500,15000000,41777564
6,75,98,39,428,2713,17000000,22734486
7,113,129,51,89,952,17000000,44469602
5,62,99,17,826,4797,39752620,24708699
6,54,105,49,104,1538,39752620,21160089
7,223,112,36,746,12676,17000000,64998368
5,50,108,19,505,3344,34000000,19693891
8,125,121,840,244,2365,17000000,16311763
5,81,89,11,973,4060,17000000,12693621
3,37,89,840,323,2135,4000000,15655665
6,44,73,11,142,2020,17000000,11634458
7,197,132,847,625,6317,17000000,27154426
7,15,154,117,86,1567,9000000,48468407
7,543,96,201,58,673,17000000,54239856
6,112,98,80,399,2016,17000000,8662318
6,153,107,80,841,5992,19000000,7156725
4,94,134,22,488,3007,17000000,15681020
3,62,94,8,66,760,39752620,7070459
7,157,122,47,834,27381,17000000,6855137
7,35,128,9,193,1727,39752620,2694071
3,21,97,3,161,805,17000000,2315683
8,236,110,168,96,4210,16000000,39825798
6,50,102,4,60,1262,17000000,2000000
7,106,98,541,71,409,17000000,1569918
7,106,120,30,55,14492,17000000,106869
6,173,160,219,215,2340,17000000,273420
7,41,80,840,168,1364,11000000,48468407
5,41,91,22,255,1769,17000000,48468407
4,145,83,57,62,730,17000000,4930798
7,31,102,6,165,5433,16500000,59847242
7,105,122,30,260,25173,16800000,220914
8,236,110,168,96,4210,16000000,39825798
7,114,126,840,168,1607,15000000,43848100
8,69,136,840,1000,41059,16500000,42700000
7,150,120,11,281,12554,16500000,18663911
6,72,108,18,433,2785,16500000,11702090
8,158,126,26,385,2282,15000000,13005485
8,96,128,608,1000,51609,16400000,95860116
7,84,113,137,481,2985,16000000,127175354
8,114,89,840,62,485,16000000,92823600
8,79,129,840,359,2330,16000000,54000000
7,103,94,480,486,3889,15600000,68525609
6,67,106,48,35,23369,16000000,52885587
8,576,100,405,628,4606,15000000,44667095
5,178,89,687,389,12183,16000000,42638165
8,487,94,840,559,27911,16000000,45507053
6,196,83,473,597,26402,16000000,39511038
5,24,111,19,107,824,18500000,6462576
3,56,80,11,499,3058,16000000,40363530
8,406,112,840,250,1322,13500000,37623143
7,3,60,840,762,4561,39752620,48468407
5,51,94,14,635,4194,35000000,33357476
6,41,130,309,522,3107,16000000,28734552
5,138,91,26,638,5349,16000000,37300107
6,78,91,29,459,2543,17700000,27087695
6,40,110,23,51,874,15000000,30102717
8,285,121,1000,108,485,8000000,23618786
5,124,114,15,650,3485,16500000,26896744
7,275,96,11000,252,19894,15500000,23213577
7,34,270,5,292,2762,25000000,48468407
7,81,100,24,851,18786,20000000,55461307
5,67,94,7,95,3451,16000000,20627372
7,103,109,7,450,2572,16000000,16346122
5,300,107,45,271,24805,16000000,16204793
6,84,96,22,324,11078,16000000,15427192
8,64,88,11000,233,1653,16000000,14792779
3,169,110,179,734,15044,16000000,13998282
7,158,113,47,238,22088,16000000,19057024
6,46,101,6,258,1882,16000000,14108518
5,15,105,121,384,14677,20000000,13854000
8,68,125,438,372,33865,26000000,77324422
7,111,100,9,363,2389,16000000,15500000
4,21,97,3,578,3835,39752620,11540112
5,42,108,38,316,1945,16000000,48468407
6,65,112,28,215,1227,15000000,4734235
7,109,112,11000,642,12766,16000000,4839383
7,42,95,89,322,2518,15000000,4193025
7,112,110,85,186,1852,16000000,5900000
7,146,118,369,295,1889,16000000,2849142
3,36,97,34,465,3100,16000000,1686429
7,230,120,115,310,11019,16000000,1984743
7,64,135,133,258,2096,16000000,1666262
7,393,101,840,888,5056,20000000,2319187
4,75,92,29,618,3935,16000000,13922211
7,78,106,172,27,329,11000000,48468407
6,67,92,6,227,11091,15000000,23091
7,216,161,929,116,943,13000000,336467
5,54,92,143,613,3086,16000000,2964
8,84,93,529,805,4453,16000000,48468407
7,69,110,22,44,5273,16000000,48468407
7,208,122,840,567,2896,16000000,2428883
5,32,91,10,574,3104,15600000,13571817
8,20,45,840,15,537,34000000,48468407
7,78,115,460,125,699,39752620,1554566
7,21,94,4,518,3583,39752620,508867
6,40,93,7,922,4329,15500000,1181197
7,40,94,7,17,303,15300000,81525
7,251,95,571,102,1120,15500000,7774730
7,94,105,102,383,3464,14000000,234760500
8,102,103,840,925,7521,18000000,285761243
6,21,102,12000,801,21499,11000000,167780960
7,94,116,521,481,14701,22000000,177200000
7,173,110,12000,555,13069,15000000,176781728
8,287,120,840,5,129,15000000,128067808
8,176,122,840,158,19078,15000000,130058047
8,479,118,840,520,15732,15000000,138795342
6,27,107,425,247,2151,15000000,111936400
7,20,45,840,260,2380,39752620,48468407
7,60,102,4,882,30978,15500000,317040
8,70,154,14000,271,2592,15000000,94175854
6,43,103,2,13,213,39752620,48468407
6,1,141,335,635,13390,100000000,48468407
8,454,114,77,305,20295,14000000,91121452
6,25,109,6,271,2419,10000000,69800000
8,46,124,150,572,2667,39752620,79900000
6,111,94,87,569,20154,15000000,64001297
6,393,100,127,250,1949,20000000,71588220
8,318,101,840,598,4400,300000,47000000
7,55,98,11000,624,3617,15000000,61400000
7,157,102,79,27,1018,15000000,101978840
7,280,94,350,39,486,9800000,56437947
8,109,92,13000,217,1953,15000000,73326666
6,41,113,840,607,6510,15000000,55184721
7,27,115,44,902,29370,15000000,50003300
6,462,95,43,259,11946,17000000,54322273
5,152,87,165,383,2452,15000000,47860214
5,69,88,189,799,3707,15000000,47811275
8,140,183,517,652,34025,15000000,48468407
7,130,97,272,957,29252,15000000,43022524
5,66,94,13,566,3423,17000000,42672630
7,238,112,29,874,15800,15000000,42919096
6,198,98,66,562,4567,15000000,42592530
6,154,104,840,1000,12170,15000000,40064955
7,19,118,13,2,114,39752620,39100956
7,131,120,446,1000,40117,10000000,44886089
6,97,99,11,971,15369,16000000,37882551
8,355,109,453,953,27788,7000000,40983001
5,138,105,488,13000,44037,37000000,20991497
6,102,106,357,883,26652,15000000,35007180
8,419,123,120,149,14100,15000000,35887263
5,37,86,14,685,4435,16000000,34308901
7,78,120,18,944,22383,15000000,33771174
8,181,227,767,87,1076,15000000,6000000
5,220,119,840,593,3226,15000000,33386128
7,349,115,212,612,4896,15000000,37877959
7,241,114,29,616,3861,15000000,32721635
6,103,90,6,458,2666,15000000,31585300
4,151,94,28,731,5440,15000000,30259652
6,344,106,255,850,18003,125000000,163192114
8,185,98,840,594,20060,16000000,30857814
8,112,126,18000,697,22745,15000000,30226144
8,676,100,840,228,34337,15000000,35054909
5,74,89,10,231,2167,15000000,29302097
6,65,111,13,106,1450,15000000,29106737
7,274,100,35,306,11471,15000000,28637507
7,50,115,49,100,525,15000000,30127963
6,96,106,61,649,3462,14000000,32645546
7,68,124,107,865,5135,15000000,27441122
7,111,107,5,141,2044,15000000,28014536
5,128,99,3,628,16461,15000000,33860010
4,160,90,31,162,608,15000000,26421314
6,93,101,26,266,1812,15000000,24881000
8,278,119,11000,400,20391,15000000,23089926
7,81,103,20,125,1002,15000000,26161406
8,58,134,133,258,12749,11500000,22954968
8,153,155,840,170,3677,15000000,26384919
6,25,94,11,232,2210,15000000,22189039
6,46,95,15,461,3845,15000000,20998709
5,161,89,7,399,2559,15000000,20801344
4,108,97,83,579,2682,14000000,21468807
7,69,90,13,613,2661,15000000,19158074
5,78,92,8,129,1045,20000000,18843314
6,129,100,10,415,2958,15000000,20566327
6,135,117,19,461,4204,15000000,20218921
6,96,84,119,918,4660,15000000,17411331
7,417,140,310,619,34413,15000000,21383298
6,172,108,79,537,3033,15000000,24984868
5,88,109,11,159,1069,15000000,16459004
8,388,131,840,383,11114,15000000,15700000
6,45,114,73,563,3444,15000000,15100000
6,414,97,181,748,14025,15000000,14938570
7,291,122,210,123,22574,15000000,17237244
5,97,87,374,484,2689,15000000,14249005
6,37,85,12,23,568,15000000,12701880
8,68,85,840,44,646,39752620,10353690
5,90,101,36,377,2764,15000000,12801190
6,81,121,16,526,3633,15000000,12549485
7,221,107,92,358,17627,15000000,13766014
7,230,111,840,727,2633,15000000,13034417
6,57,92,34,366,15644,39752620,11632420
7,119,97,164,308,1172,15000000,12212417
6,97,97,745,745,15209,15000000,11614236
7,119,125,34,65,729,20000000,13337299
6,42,124,11000,563,12685,15000000,10763469
3,24,76,9,47,1139,15000000,11144518
5,208,107,561,353,2377,15000000,15608545
5,42,91,23,629,2913,15000000,10443316
5,44,96,4,670,3142,15000000,10494147
8,230,142,840,1000,29475,15000000,9929000
6,46,103,80,782,4676,15000000,10411980
8,18,60,840,186,981,39752620,48468407
8,249,117,840,12000,47728,15000000,17439163
7,197,116,153,539,5012,15000000,9396487
7,71,118,41,274,1873,15000000,9059588
7,190,108,187,254,12178,16000000,9172810
6,50,94,9,612,13524,15000000,8735529
5,63,97,2,461,3161,20000000,8586376
7,104,97,32,692,16502,15000000,8378141
7,140,99,45,224,2166,39752620,48468407
6,49,91,6,596,10732,15000000,8080116
8,300,107,454,39,173,15000000,7757130
5,43,95,24,426,3322,15000000,9123834
6,132,102,11,1000,33153,15000000,6409206
5,97,88,96,360,25637,15000000,6373693
7,242,106,835,363,14544,15000000,7556708
7,218,92,11000,386,2717,15000000,5306447
5,49,105,52,275,2312,15000000,5217498
8,172,107,840,289,1627,15000000,5023275
7,68,120,840,693,51657,15000000,4956401
8,223,103,1000,611,23932,15000000,4235837
6,59,92,6,577,3654,20000000,4002955
8,252,147,840,669,8484,15000000,7219578
6,106,98,18,220,1675,39752620,3525161
6,223,98,11000,557,19310,22000000,3247816
7,328,103,132,844,12867,15000000,2412045
8,9,286,840,527,3809,39752620,48468407
7,150,111,122,25,1252,15000000,2203641
5,21,98,70,90,1351,15000000,1953732
6,28,111,840,617,4834,15000000,1954202
7,250,111,840,287,6748,15000000,1294640
6,17,100,5,46,527,39752620,48468407
7,95,116,460,71,5426,39752620,819852
8,260,145,756,18,203,6000000,26435
7,141,84,180,58,962,12000000,1197786
7,52,115,39,642,14889,7000000,529766
6,205,105,141,56,1172,15000000,613556
7,109,98,34,730,3578,15000000,353743
8,103,99,445,9,48,39752620,502028
6,110,110,840,7,134,300000000,102055
6,195,97,197,570,15293,39752620,122288
6,14,88,85,40,1432,9000000,48468407
6,177,103,129,1000,18639,15000000,73548
6,17,104,36,2,801,15000000,48468407
5,62,90,68,642,32814,15000000,28870
5,19,105,24,125,1732,25000000,22723
6,50,93,17,66,1245,15000000,20380
6,25,141,15,576,2528,39752620,48468407
6,39,85,840,912,29488,20000000,48468407
6,136,109,19,537,2829,7000000,48468407
5,26,105,93,51,363,15000000,48468407
6,4,98,6,50,192,15000000,48468407
7,53,119,3,19,996,15000000,48468407
7,22,124,67,303,1585,15000000,48468407
8,147,101,11000,512,15500,14600000,70906973
6,222,115,13,642,38963,14800000,66009973
7,106,120,1000,954,33791,14500000,46338728
8,136,111,15,121,2140,10000000,7691700
6,5,94,5,124,994,14500000,48468407
8,131,131,16000,638,28544,14400000,101157447
7,140,139,3000,236,4211,14200000,74205
8,418,120,840,40,820,15000000,141319195
7,94,119,213,249,1639,14000000,156645693
7,82,125,840,700,11135,14000000,178406268
10,140,65,840,176,1125,39752620,48468407
6,32,108,5,57,717,15800000,109306210
6,22,101,34,277,2055,15000000,48468407
7,72,145,840,560,12098,14000000,70001698
7,39,98,226,496,2496,15000000,68856263
6,264,101,71,725,14159,15000000,51527787
6,264,92,30,309,2348,14000000,49122319
8,145,93,270,535,15192,14000000,48468407
5,86,109,41,748,3544,14000000,61356221
7,112,123,43,238,1326,14000000,46800000
7,17,60,840,84,552,39752620,48468407
6,101,99,9,648,3500,14000000,38048637
8,51,119,350,418,35501,14000000,34700000
5,42,110,840,490,2226,39752620,35010192
7,10,107,116,25,552,14000000,34793160
5,43,81,54,636,10792,14000000,30628981
6,331,105,58,583,12894,13000000,29959436
7,38,82,12,8,49,14000000,25571351
6,12,109,309,279,1620,14000000,27515786
6,40,95,10,111,1421,14000000,25482931
5,34,100,840,364,2348,20000000,19900000
4,82,118,128,467,2704,14000000,48468407
5,125,91,31,50,1608,14000000,16298046
5,56,90,119,636,3007,14000000,15549702
7,160,108,123,690,41359,14000000,15483540
5,71,103,44,625,3299,14000000,20246959
6,37,96,840,654,6861,14000000,15062898
7,62,117,160,55,1148,12000000,14348123
6,73,93,85,514,2777,8500000,15171475
7,59,136,17000,213,23378,14000000,48468407
7,25,115,840,534,3267,14000000,13640000
6,97,94,840,458,13446,39752620,12550242
4,205,85,52,489,3050,11000000,12610731
5,69,88,189,799,3707,15000000,47811275
7,195,112,840,383,13528,14000000,11204499
5,61,86,70,169,2165,14000000,10397365
5,77,86,90,635,3715,14000000,9402410
8,259,112,232,177,1372,39752620,5990075
8,251,137,143,280,15337,26000000,5459824
6,63,90,49,191,12776,24000000,5108820
7,47,107,956,113,10368,14000000,4741987
7,108,98,176,15,678,14000000,4291965
4,64,84,12,102,417,14000000,3100650
6,20,139,133,5,446,14000000,2474000
7,135,97,11,548,16431,39752620,2656324
7,2,127,109,324,17250,14000000,1000000
7,262,150,608,43,390,8200000,3958500
6,129,104,752,59,799,39752620,403649
7,69,132,333,284,1429,103000000,274299
7,50,117,2,21,243,12000000,48468407
7,57,115,168,322,2243,15000000,183088
7,116,186,50,338,14638,14000000,46495
4,45,90,10,378,2207,39752620,48468407
8,87,90,840,767,4377,14000000,1752214
8,357,134,840,11000,39789,14000000,83025853
6,348,101,473,429,2690,125000000,190871240
7,88,97,143,201,1724,12000000,56631572
7,181,107,162,135,2447,13500000,15854988
5,107,99,38,390,4702,14000000,12282677
9,53,55,840,2,25,39752620,447093
7,132,124,133,170,14726,13500000,7060876
7,401,110,454,816,4757,15000000,14989761
6,58,105,148,400,1767,39752620,687081
7,1,41,840,2,74,39752620,48468407
8,192,178,101,471,2334,13500000,5501940
8,157,125,448,93,529,10000000,2086345
6,454,108,143,21,19086,39752620,2605039
7,62,121,272,227,50141,13000000,123922370
4,4,100,26,385,2895,13400000,163591
2,84,115,209,41,714,13000000,73000942
8,669,108,840,1000,38072,13000000,106952327
6,492,117,294,1000,14160,100000000,58607007
9,149,220,840,3000,39960,13000000,57300000
6,101,112,49,237,1307,13000000,91038276
6,102,99,212,54,450,7000000,49369900
7,63,109,36,579,7833,13000000,61693523
6,106,83,8,612,6454,13000000,46729374
7,50,107,58,316,1747,13000000,44726644
7,275,102,51,360,20330,13000000,44134898
6,90,100,38,460,2800,12500000,48637684
7,133,97,19,835,37907,16000000,38176108
6,49,92,13,301,12687,13000000,28972187
6,19,84,840,182,12322,8200000,27979400
7,186,86,174,2,971,17000000,54257433
8,185,120,19,829,12755,13000000,23947
5,42,89,13,329,2241,13000000,60008303
6,37,117,17,912,6554,13000000,49121934
3,45,97,84,782,2936,18000000,27141959
6,57,91,6,459,3353,13000000,27052167
6,25,100,15,388,2486,13000000,26539321
6,59,72,5,435,2646,13000000,28501605
6,58,84,12,334,2297,13200000,52543632
7,330,126,840,745,5371,18000000,25592632
8,489,108,232,123,430,15000000,25440971
8,242,112,840,213,1171,13000000,22858926
6,40,90,7,405,2815,6000000,22235901
6,112,91,13,140,1921,13000000,38916903
7,84,135,134,525,6214,14000000,16929123
8,251,141,16000,78,751,19000000,13753931
6,113,104,35,844,27806,13000000,10996440
4,23,84,18,744,3352,13000000,8026971
8,421,118,412,491,2499,13000000,14677654
6,32,82,799,294,1805,13000000,9975684
7,52,95,840,650,3092,13000000,7881335
6,81,94,26,4000,31005,13000000,6241697
8,140,88,76,75,998,39752620,48468407
6,39,99,7,730,6485,13000000,5871603
6,63,121,15,812,6910,13000000,16574731
6,47,84,2,690,18864,13000000,5002310
6,111,93,16,258,1775,13000000,4919896
6,168,93,24,499,2730,13000000,25675765
7,165,120,107,280,13208,13000000,4857376
7,104,112,37,548,2417,13000000,3169424
6,150,107,80,252,3004,13000000,18004225
7,61,112,83,8,2389,100000000,3058380
6,226,96,460,73,14372,11000000,3074838
6,21,91,150,150,1679,13000000,2104000
7,217,105,260,1000,39473,26000000,28501651
7,94,125,840,968,37606,13000000,1172769
8,364,102,139,850,13631,13000000,17738570
5,19,87,29,147,1139,3000000,1200000
7,129,118,41,442,3474,13000000,1150403
7,71,115,187,887,17104,20000000,403932
5,93,91,83,794,7875,8495000,1712111
7,399,88,115,304,2011,13000000,1024175
4,110,127,11000,116,796,13000000,301305
7,285,94,122,383,2812,13000000,51872378
7,2,115,32,29,14133,12620000,31662
5,61,90,840,234,1483,13000000,28399192
7,242,102,43,113,931,13000000,2035566
7,62,100,218,91,931,12500000,48468407
7,121,117,18000,543,20456,12500000,21078145
7,83,109,97,355,14347,12500000,14060950
8,122,121,12000,975,23602,13000000,12281500
6,88,111,28,1000,9244,3660000,48468407
8,120,100,164,99,32288,12500000,10725228
6,225,109,187,204,1813,13000000,214966
6,130,93,261,697,3700,18000000,48468407
5,167,101,10,472,3142,16000000,11956207
8,7,101,19,135,1166,39752620,48468407
7,226,106,44,552,34351,12000000,5949693
8,185,94,39,18,156,12500000,9030581
8,177,140,3000,322,2894,12800000,4157491
7,28,132,44,241,2004,16000000,1508689
7,48,99,220,599,3337,12500000,1227324
6,116,90,34,506,2661,15000000,4360548
7,391,105,20,844,26233,10500000,26589953
6,117,108,60,168,18739,15000000,1039869
7,24,69,383,191,1833,12500000,48092846
8,86,148,16,489,1730,12800000,1110186
7,41,118,50,655,4270,12500000,1089445
8,304,132,607,259,2466,8000000,204565000
8,385,130,14000,366,2047,8000000,260000000
7,145,95,80,1000,8134,11000000,101736215
8,99,80,2,186,6829,9600000,71442
6,29,94,23,148,1044,25000000,79817937
7,77,122,167,807,5165,12000000,91547205
6,91,102,167,436,2754,12000000,75074950
8,148,116,120,664,16539,11000000,78900000
7,61,78,293,567,2462,12000000,72217000
7,84,114,139,793,4537,12000000,79568000
7,83,112,608,733,22479,12000000,65500000
7,216,110,16,11,146,12000000,70011073
7,107,104,98,920,21380,12000000,65269010
7,63,81,406,616,17035,12000000,63071133
8,140,154,16000,889,25522,12000000,39647595
7,153,102,22,816,4065,12000000,38087366
7,414,89,128,371,2054,12000000,64572496
7,16,132,840,122,914,12000000,30400000
7,139,103,840,504,2730,5000000,42365600
3,111,93,33,135,1531,12000000,37188667
7,229,93,166,281,2043,12000000,54724272
8,112,172,76,78,1306,12000000,48468407
7,207,96,132,933,52138,12000000,31597131
6,198,89,66,1000,140268,12000000,31691811
5,172,92,840,451,18765,12000000,31397498
4,45,97,4,826,5006,12000000,31179516
6,34,93,58,722,6105,12000000,31155435
8,75,89,53,84,534,12000000,27281507
8,400,144,258,834,9125,150000000,167007184
7,128,123,278,898,7072,12000000,25776062
6,68,93,4,8,52,12000000,25240988
8,326,133,131,733,10565,12000000,124868837
7,128,121,131,599,14890,12000000,22905674
7,161,102,840,555,5592,12000000,25277561
5,70,102,287,79,729,12000000,48468407
7,164,99,192,282,1254,12000000,21133087
9,68,55,840,898,6091,39752620,48468407
8,354,98,350,322,2376,12000000,37707719
7,125,118,57,805,2944,9000000,18761993
7,55,125,76,801,4659,12000000,48468407
5,66,104,20,717,3963,12000000,18595716
6,191,109,14,376,2753,12000000,31990064
5,33,86,17,581,3646,39752620,17321573
8,433,115,729,622,3798,12000000,17613460
7,66,92,226,580,3931,13000000,21088568
5,37,91,25,611,4551,12000000,17292381
6,325,94,655,390,10575,12000000,16300302
7,170,93,83,501,28767,12000000,27829874
5,11,93,3,324,2939,39752620,13960203
7,24,100,98,604,3250,12000000,12902790
6,70,100,43,696,3906,39752620,21520719
7,232,113,438,471,12274,39752620,12796277
7,34,122,30,85,1456,12000000,48468407
7,160,100,73,1000,34700,39752620,11634362
8,96,293,249,18,469,14000000,11433134
6,106,137,102,877,5780,107000000,22406362
5,53,93,32,503,2393,12000000,10198766
8,274,123,628,171,1595,12000000,15294553
8,248,119,611,4,1244,100000000,11041228
7,288,107,27,360,2440,12000000,7918283
6,177,106,16,265,1819,12000000,22331028
7,81,109,67,192,1141,12000000,8134217
6,29,81,25,654,3848,10000000,6982680
6,58,95,216,968,4755,8000000,6739141
6,144,86,378,783,3535,12000000,5542025
6,114,113,11000,99,943,12000000,5032496
6,132,122,708,316,1291,12000000,6754898
2,60,90,7,251,1445,12000000,4922166
5,30,108,840,599,4497,12000000,4903000
5,138,113,319,48,1171,12000000,4717455
7,190,110,115,103,1540,12000000,3148482
7,61,109,40,794,7166,12000000,2326407
7,363,110,584,74,1173,12215500000,2201412
6,2,100,55,212,4277,12000000,48468407
7,131,101,61,611,2543,12000000,2060953
7,146,97,20,442,22577,12000000,3950294
8,280,172,667,70,456,9200000,2835886
7,78,104,840,77,1292,12000000,1779284
7,469,99,840,520,5074,12000000,1702277
8,194,129,840,576,2378,12000000,261481
6,121,91,60,18,141,12000000,1506998
7,38,100,19,393,1579,12000000,860002
7,123,111,277,289,1554,12000000,548934
7,81,114,840,403,2126,10000000,447750
6,72,86,94,146,1373,12000000,333976
6,25,107,840,745,3099,12000000,141853
6,78,90,26,350,2073,8000000,303439
5,57,103,759,820,3878,39752620,793352
8,69,120,7,289,1952,12000000,214202
7,73,134,45,656,11,2500000000,195888
5,42,110,18,865,17417,12000000,175370
6,101,95,611,3,18,39752620,190666
7,82,95,165,280,1501,7500000,48468407
8,149,132,14,3,91,12000000,119922
7,165,94,12,183,17883,135000000,177343675
3,5,89,840,188,1854,39752620,48468407
6,44,138,7,16,164,12000000,48468407
6,74,113,212,18,708,20000000,17149
7,156,99,76,42,433,12000000,48468407
8,1,111,840,247,2059,12000000,14616
6,82,99,130,79,663,12000000,91443253
8,151,104,840,1000,39175,6000000,30093107
3,3,89,49,84,895,12000000,48468407
7,98,103,52,426,2987,11500000,57469179
8,25,134,840,4,30,11900000,48856
6,35,100,2,388,1780,11500000,48468407
6,6,130,3,2,244,12000000,48468407
7,183,106,287,233,2053,11000000,148170000
9,282,125,840,504,13485,11000000,460935665
6,158,109,11,411,24063,11500000,35537564
8,89,200,767,382,1966,11000000,111722000
7,101,114,335,14,679,39752620,10230
5,128,112,197,632,3507,11000000,90556401
8,410,116,737,141,23811,25000000,93571803
7,104,92,79,218,1853,39752620,72755517
8,54,120,36,633,3280,11000000,52929168
7,141,107,15,602,20466,11000000,50461335
4,30,92,53,32,179,12000000,48468407
7,57,107,42,808,3435,11000000,49797148
6,56,100,32,621,3135,13500000,48468407
7,216,81,541,328,2562,13000000,46563158
7,80,101,163,488,2436,11000000,41227069
8,77,122,840,191,903,11000000,39025000
7,101,97,16,637,6223,10500000,38201895
6,156,92,52,647,3101,11000000,27669413
7,48,92,840,842,3931,11000000,48468407
7,109,110,107,549,3376,11000000,37766350
5,62,86,5,532,3850,11000000,23978402
6,33,91,840,298,1852,12000000,21370057
6,20,145,278,279,14735,11000000,48468407
6,52,100,365,225,1661,12000000,4884663
8,351,111,34,54,995,11000000,38317535
8,124,184,840,111,1104,11000000,48468407
6,37,89,2,651,4291,11000000,13903262
5,58,84,71,553,10982,11000000,13592872
7,175,98,840,123,1114,11000000,18381787
5,75,95,5,443,2729,11000000,13558739
7,161,100,840,303,12237,11000000,13103828
7,203,109,64,553,17866,11000000,33305037
7,188,118,386,812,17490,11000000,10214647
8,221,88,840,795,3913,13000000,11501093
5,66,86,4,424,2415,11000000,4814244
8,80,118,529,472,69746,11000000,9170214
8,25,125,10,109,1281,17000000,4068087
8,169,125,608,579,3133,11000000,3753806
5,70,94,18,183,1559,11000000,3034181
6,15,113,300,787,3072,11000000,2832826
7,535,104,1000,272,4082,11000000,13214255
6,92,95,596,697,3300,5000000,16017403
5,14,102,8,40,14281,11000000,2807854
7,13,124,58,104,800,11000000,48468407
6,87,105,840,776,28004,39752620,540085
7,78,104,238,22,150,11000000,352786
